mode,theta0,period,steps,cpu_time,avg_dt,max_error,period_error,real_time
fixed_1e-04,47.56,1.88642641,200000,0.014561,0.000100,1.618120,0.119640,yes
adaptive,47.56,1.88642172,311,0.000061,0.064698,1.618095,0.119645,yes
analytic,47.57,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.57,1.88646191,2007,0.000156,0.010000,1.618665,0.119605,yes
fixed_1e-03,47.57,1.88646188,20061,0.001554,0.001000,1.618672,0.119605,yes
fixed_1e-04,47.57,1.88646188,200000,0.014553,0.000100,1.618672,0.119605,yes
adaptive,47.57,1.88645720,311,0.000061,0.064698,1.618649,0.119609,yes
analytic,47.58,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.58,1.88649739,2007,0.000156,0.010000,1.619214,0.119569,yes
fixed_1e-03,47.58,1.88649736,20061,0.001557,0.001000,1.619224,0.119569,yes
fixed_1e-04,47.58,1.88649736,200000,0.014620,0.000100,1.619224,0.119569,yes
adaptive,47.58,1.88649270,311,0.000061,0.064699,1.619202,0.119574,yes
analytic,47.59,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.59,1.88653288,2007,0.000156,0.010000,1.619763,0.119534,yes
fixed_1e-03,47.59,1.88653285,20061,0.001557,0.001000,1.619775,0.119534,yes
fixed_1e-04,47.59,1.88653285,200000,0.014564,0.000100,1.619776,0.119534,yes
adaptive,47.59,1.88652820,311,0.000061,0.064700,1.619754,0.119538,yes
analytic,47.60,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.60,1.88656837,2007,0.000156,0.010000,1.620310,0.119498,yes
fixed_1e-03,47.60,1.88656834,20061,0.001563,0.001000,1.620325,0.119498,yes
fixed_1e-04,47.60,1.88656834,200000,0.014601,0.000100,1.620327,0.119498,yes
adaptive,47.60,1.88656371,311,0.000062,0.064700,1.620307,0.119503,yes
analytic,47.61,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.61,1.88660387,2007,0.000156,0.010000,1.620857,0.119463,yes
fixed_1e-03,47.61,1.88660385,20061,0.001555,0.001000,1.620877,0.119463,yes
fixed_1e-04,47.61,1.88660385,200000,0.014564,0.000100,1.620878,0.119463,yes
adaptive,47.61,1.88659923,311,0.000061,0.064701,1.620859,0.119467,yes
analytic,47.62,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.62,1.88663939,2007,0.000156,0.010000,1.621402,0.119427,yes
fixed_1e-03,47.62,1.88663936,20061,0.001557,0.001000,1.621428,0.119427,yes
fixed_1e-04,47.62,1.88663936,200000,0.014620,0.000100,1.621428,0.119427,yes
adaptive,47.62,1.88663477,311,0.000061,0.064702,1.621410,0.119432,yes
analytic,47.63,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.63,1.88667491,2007,0.000156,0.010000,1.621947,0.119392,yes
fixed_1e-03,47.63,1.88667488,20061,0.001562,0.001000,1.621979,0.119392,yes
fixed_1e-04,47.63,1.88667488,200000,0.014592,0.000100,1.621979,0.119392,yes
adaptive,47.63,1.88667031,311,0.000061,0.064702,1.621961,0.119396,yes
analytic,47.64,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.64,1.88671044,2007,0.000156,0.010000,1.622491,0.119356,yes
fixed_1e-03,47.64,1.88671041,20061,0.001556,0.001000,1.622528,0.119356,yes
fixed_1e-04,47.64,1.88671041,200000,0.014584,0.000100,1.622528,0.119356,yes
adaptive,47.64,1.88670587,311,0.000061,0.064703,1.622512,0.119361,yes
analytic,47.65,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.65,1.88674597,2007,0.000155,0.010000,1.623034,0.119321,yes
fixed_1e-03,47.65,1.88674595,20061,0.001559,0.001000,1.623076,0.119321,yes
fixed_1e-04,47.65,1.88674595,200000,0.014612,0.000100,1.623077,0.119321,yes
adaptive,47.65,1.88674143,309,0.000061,0.064930,1.622796,0.119325,yes
analytic,47.66,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.66,1.88678152,2007,0.000156,0.010000,1.623576,0.119285,yes
fixed_1e-03,47.66,1.88678150,20061,0.001559,0.001000,1.623625,0.119285,yes
fixed_1e-04,47.66,1.88678150,200000,0.014621,0.000100,1.623626,0.119285,yes
adaptive,47.66,1.88677700,309,0.000062,0.064927,1.623450,0.119290,yes
analytic,47.67,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.67,1.88681707,2007,0.000156,0.010000,1.624118,0.119250,yes
fixed_1e-03,47.67,1.88681705,20061,0.001559,0.001000,1.624174,0.119250,yes
fixed_1e-04,47.67,1.88681705,200000,0.014613,0.000100,1.624175,0.119250,yes
adaptive,47.67,1.88681259,309,0.000062,0.064924,1.624068,0.119254,yes
analytic,47.68,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.68,1.88685264,2007,0.000156,0.010000,1.624658,0.119214,yes
fixed_1e-03,47.68,1.88685262,20061,0.001559,0.001000,1.624723,0.119214,yes
fixed_1e-04,47.68,1.88685262,200000,0.014599,0.000100,1.624723,0.119214,yes
adaptive,47.68,1.88684818,309,0.000061,0.064922,1.624661,0.119218,yes
analytic,47.69,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.69,1.88688821,2007,0.000156,0.010000,1.625198,0.119178,yes
fixed_1e-03,47.69,1.88688819,20061,0.001559,0.001000,1.625270,0.119178,yes
fixed_1e-04,47.69,1.88688819,200000,0.014579,0.000100,1.625271,0.119178,yes
adaptive,47.69,1.88688379,309,0.000061,0.064922,1.625209,0.119183,yes
analytic,47.70,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.70,1.88692379,2007,0.000157,0.010000,1.625736,0.119143,yes
fixed_1e-03,47.70,1.88692377,20061,0.001564,0.001000,1.625817,0.119143,yes
fixed_1e-04,47.70,1.88692377,200000,0.014591,0.000100,1.625818,0.119143,yes
adaptive,47.70,1.88691940,309,0.000061,0.064920,1.625784,0.119147,yes
analytic,47.71,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.71,1.88695938,2007,0.000156,0.010000,1.626274,0.119107,yes
fixed_1e-03,47.71,1.88695937,20061,0.001561,0.001000,1.626363,0.119107,yes
fixed_1e-04,47.71,1.88695937,200000,0.014609,0.000100,1.626365,0.119107,yes
adaptive,47.71,1.88695503,309,0.000061,0.064921,1.626331,0.119112,yes
analytic,47.72,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.72,1.88699498,2007,0.000156,0.010000,1.626811,0.119072,yes
fixed_1e-03,47.72,1.88699497,20061,0.001559,0.001000,1.626910,0.119072,yes
fixed_1e-04,47.72,1.88699497,200000,0.014596,0.000100,1.626911,0.119072,yes
adaptive,47.72,1.88699066,309,0.000062,0.064920,1.626894,0.119076,yes
analytic,47.73,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.73,1.88703058,2007,0.000157,0.010000,1.627347,0.119036,yes
fixed_1e-03,47.73,1.88703057,20061,0.001561,0.001000,1.627457,0.119036,yes
fixed_1e-04,47.73,1.88703057,200000,0.014600,0.000100,1.627457,0.119036,yes
adaptive,47.73,1.88702631,309,0.000061,0.064920,1.627440,0.119040,yes
analytic,47.74,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.74,1.88706620,2007,0.000156,0.010000,1.627882,0.119000,yes
fixed_1e-03,47.74,1.88706619,20061,0.001559,0.001000,1.628003,0.119000,yes
fixed_1e-04,47.74,1.88706619,200000,0.014605,0.000100,1.628003,0.119000,yes
adaptive,47.74,1.88706196,309,0.000061,0.064919,1.627995,0.119005,yes
analytic,47.75,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.75,1.88710182,2007,0.000157,0.010000,1.628416,0.118965,yes
fixed_1e-03,47.75,1.88710182,20061,0.001566,0.001000,1.628548,0.118965,yes
fixed_1e-04,47.75,1.88710182,200000,0.014592,0.000100,1.628548,0.118965,yes
adaptive,47.75,1.88709762,309,0.000061,0.064920,1.628540,0.118969,yes
analytic,47.76,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.76,1.88713746,2007,0.000156,0.010000,1.628949,0.118929,yes
fixed_1e-03,47.76,1.88713745,20061,0.001562,0.001000,1.629092,0.118929,yes
fixed_1e-04,47.76,1.88713745,200000,0.014597,0.000100,1.629093,0.118929,yes
adaptive,47.76,1.88713330,309,0.000061,0.064921,1.629084,0.118933,yes
analytic,47.77,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.77,1.88717310,2007,0.000156,0.010000,1.629481,0.118894,yes
fixed_1e-03,47.77,1.88717310,20061,0.001570,0.001000,1.629636,0.118894,yes
fixed_1e-04,47.77,1.88717310,200000,0.014580,0.000100,1.629637,0.118894,yes
adaptive,47.77,1.88716898,308,0.000060,0.065157,1.629090,0.118898,yes
analytic,47.78,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.78,1.88720875,2007,0.000156,0.010000,1.630013,0.118858,yes
fixed_1e-03,47.78,1.88720875,20061,0.001561,0.001000,1.630181,0.118858,yes
fixed_1e-04,47.78,1.88720875,200000,0.014594,0.000100,1.630181,0.118858,yes
adaptive,47.78,1.88720468,308,0.000061,0.065157,1.629640,0.118862,yes
analytic,47.79,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.79,1.88724441,2007,0.000156,0.010000,1.630543,0.118822,yes
fixed_1e-03,47.79,1.88724441,20061,0.001558,0.001000,1.630725,0.118822,yes
fixed_1e-04,47.79,1.88724441,200000,0.014624,0.000100,1.630725,0.118822,yes
adaptive,47.79,1.88724038,308,0.000061,0.065157,1.630190,0.118826,yes
analytic,47.80,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.80,1.88728008,2007,0.000157,0.010000,1.631085,0.118787,yes
fixed_1e-03,47.80,1.88728008,20061,0.001561,0.001000,1.631268,0.118787,yes
fixed_1e-04,47.80,1.88728008,200000,0.014600,0.000100,1.631268,0.118787,yes
adaptive,47.80,1.88727610,308,0.000061,0.065154,1.630867,0.118791,yes
analytic,47.81,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.81,1.88731575,2007,0.000156,0.010000,1.631640,0.118751,yes
fixed_1e-03,47.81,1.88731576,20061,0.001562,0.001000,1.631810,0.118751,yes
fixed_1e-04,47.81,1.88731576,200000,0.014599,0.000100,1.631811,0.118751,yes
adaptive,47.81,1.88731182,308,0.000061,0.065153,1.631458,0.118755,yes
analytic,47.82,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.82,1.88735144,2007,0.000156,0.010000,1.632195,0.118715,yes
fixed_1e-03,47.82,1.88735145,20061,0.001569,0.001000,1.632352,0.118715,yes
fixed_1e-04,47.82,1.88735145,200000,0.014600,0.000100,1.632353,0.118715,yes
adaptive,47.82,1.88734756,308,0.000061,0.065151,1.632092,0.118719,yes
analytic,47.83,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.83,1.88738714,2007,0.000156,0.010000,1.632749,0.118680,yes
fixed_1e-03,47.83,1.88738714,20061,0.001559,0.001000,1.632894,0.118680,yes
fixed_1e-04,47.83,1.88738714,200000,0.014649,0.000100,1.632895,0.118680,yes
adaptive,47.83,1.88738330,308,0.000061,0.065151,1.632637,0.118683,yes
analytic,47.84,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.84,1.88742284,2007,0.000156,0.010000,1.633303,0.118644,yes
fixed_1e-03,47.84,1.88742285,20061,0.001569,0.001000,1.633436,0.118644,yes
fixed_1e-04,47.84,1.88742285,200000,0.014628,0.000100,1.633437,0.118644,yes
adaptive,47.84,1.88741905,308,0.000061,0.065152,1.633181,0.118648,yes
analytic,47.85,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.85,1.88745855,2007,0.000157,0.010000,1.633855,0.118608,yes
fixed_1e-03,47.85,1.88745856,20061,0.001565,0.001000,1.633978,0.118608,yes
fixed_1e-04,47.85,1.88745856,200000,0.014603,0.000100,1.633978,0.118608,yes
adaptive,47.85,1.88745482,308,0.000061,0.065149,1.633809,0.118612,yes
analytic,47.86,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.86,1.88749427,2007,0.000157,0.010000,1.634406,0.118572,yes
fixed_1e-03,47.86,1.88749428,20061,0.001570,0.001000,1.634518,0.118572,yes
fixed_1e-04,47.86,1.88749428,200000,0.014585,0.000100,1.634518,0.118572,yes
adaptive,47.86,1.88749059,308,0.000061,0.065149,1.634351,0.118576,yes
analytic,47.87,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.87,1.88753000,2007,0.000156,0.010000,1.634957,0.118537,yes
fixed_1e-03,47.87,1.88753001,20061,0.001562,0.001000,1.635058,0.118537,yes
fixed_1e-04,47.87,1.88753001,200000,0.014600,0.000100,1.635059,0.118537,yes
adaptive,47.87,1.88752638,308,0.000061,0.065150,1.634893,0.118540,yes
analytic,47.88,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.88,1.88756574,2007,0.000156,0.010000,1.635506,0.118501,yes
fixed_1e-03,47.88,1.88756575,20061,0.001564,0.001000,1.635597,0.118501,yes
fixed_1e-04,47.88,1.88756575,200000,0.014622,0.000100,1.635599,0.118501,yes
adaptive,47.88,1.88756217,308,0.000061,0.065149,1.635472,0.118505,yes
analytic,47.89,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.89,1.88760149,2007,0.000156,0.010000,1.636055,0.118465,yes
fixed_1e-03,47.89,1.88760150,20061,0.001563,0.001000,1.636137,0.118465,yes
fixed_1e-04,47.89,1.88760150,200000,0.014595,0.000100,1.636138,0.118465,yes
adaptive,47.89,1.88759797,308,0.000061,0.065149,1.636012,0.118469,yes
analytic,47.90,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.90,1.88763725,2007,0.000157,0.010000,1.636603,0.118429,yes
fixed_1e-03,47.90,1.88763726,20061,0.001561,0.001000,1.636677,0.118429,yes
fixed_1e-04,47.90,1.88763726,200000,0.014621,0.000100,1.636677,0.118429,yes
adaptive,47.90,1.88763379,308,0.000061,0.065150,1.636551,0.118433,yes
analytic,47.91,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.91,1.88767302,2007,0.000160,0.010000,1.637150,0.118394,yes
fixed_1e-03,47.91,1.88767302,20061,0.001564,0.001000,1.637216,0.118394,yes
fixed_1e-04,47.91,1.88767302,200000,0.014610,0.000100,1.637216,0.118394,yes
adaptive,47.91,1.88766839,307,0.000061,0.065386,1.636304,0.118398,yes
analytic,47.92,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.92,1.88770879,2007,0.000157,0.010000,1.637696,0.118358,yes
fixed_1e-03,47.92,1.88770880,20061,0.001561,0.001000,1.637754,0.118358,yes
fixed_1e-04,47.92,1.88770880,200000,0.014617,0.000100,1.637754,0.118358,yes
adaptive,47.92,1.88770416,307,0.000062,0.065386,1.636855,0.118363,yes
analytic,47.93,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.93,1.88774458,2007,0.000157,0.010000,1.638241,0.118322,yes
fixed_1e-03,47.93,1.88774458,20061,0.001571,0.001000,1.638290,0.118322,yes
fixed_1e-04,47.93,1.88774458,200000,0.014635,0.000100,1.638292,0.118322,yes
adaptive,47.93,1.88773993,307,0.000061,0.065386,1.637405,0.118327,yes
analytic,47.94,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.94,1.88778037,2007,0.000157,0.010000,1.638785,0.118286,yes
fixed_1e-03,47.94,1.88778037,20061,0.001565,0.001000,1.638828,0.118286,yes
fixed_1e-04,47.94,1.88778037,200000,0.014615,0.000100,1.638829,0.118286,yes
adaptive,47.94,1.88777572,307,0.000061,0.065387,1.637955,0.118291,yes
analytic,47.95,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.95,1.88781617,2007,0.000157,0.010000,1.639328,0.118251,yes
fixed_1e-03,47.95,1.88781617,20061,0.001561,0.001000,1.639366,0.118251,yes
fixed_1e-04,47.95,1.88781617,200000,0.014680,0.000100,1.639366,0.118251,yes
adaptive,47.95,1.88781152,307,0.000062,0.065384,1.638647,0.118255,yes
analytic,47.96,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.96,1.88785198,2007,0.000157,0.010000,1.639871,0.118215,yes
fixed_1e-03,47.96,1.88785198,20061,0.001565,0.001000,1.639902,0.118215,yes
fixed_1e-04,47.96,1.88785198,200000,0.014613,0.000100,1.639902,0.118215,yes
adaptive,47.96,1.88784733,307,0.000061,0.065383,1.639266,0.118219,yes
analytic,47.97,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.97,1.88788780,2007,0.000157,0.010000,1.640412,0.118179,yes
fixed_1e-03,47.97,1.88788780,20061,0.001563,0.001000,1.640438,0.118179,yes
fixed_1e-04,47.97,1.88788780,200000,0.014616,0.000100,1.640439,0.118179,yes
adaptive,47.97,1.88788314,307,0.000061,0.065383,1.639811,0.118184,yes
analytic,47.98,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.98,1.88792363,2007,0.000157,0.010000,1.640952,0.118143,yes
fixed_1e-03,47.98,1.88792363,20061,0.001565,0.001000,1.640974,0.118143,yes
fixed_1e-04,47.98,1.88792363,200000,0.014639,0.000100,1.640974,0.118143,yes
adaptive,47.98,1.88791897,307,0.000061,0.065381,1.640453,0.118148,yes
analytic,47.99,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.99,1.88795947,2007,0.000157,0.010000,1.641492,0.118107,yes
fixed_1e-03,47.99,1.88795947,20061,0.001563,0.001000,1.641508,0.118107,yes
fixed_1e-04,47.99,1.88795947,200000,0.014627,0.000100,1.641509,0.118107,yes
adaptive,47.99,1.88795485,307,0.000061,0.065381,1.641028,0.118112,yes
analytic,48.00,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.00,1.88799532,2007,0.000156,0.010000,1.642031,0.118071,yes
fixed_1e-03,48.00,1.88799531,20061,0.001567,0.001000,1.642043,0.118071,yes
fixed_1e-04,48.00,1.88799531,200000,0.014665,0.000100,1.642044,0.118071,yes
adaptive,48.00,1.88799072,307,0.000061,0.065378,1.641680,0.118076,yes
analytic,48.01,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.01,1.88803118,2007,0.000157,0.010000,1.642569,0.118036,yes
fixed_1e-03,48.01,1.88803116,20061,0.001571,0.001000,1.642578,0.118036,yes
fixed_1e-04,48.01,1.88803116,200000,0.014664,0.000100,1.642579,0.118036,yes
adaptive,48.01,1.88802659,307,0.000061,0.065378,1.642219,0.118040,yes
analytic,48.02,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.02,1.88806704,2007,0.000156,0.010000,1.643105,0.118000,yes
fixed_1e-03,48.02,1.88806703,20061,0.001566,0.001000,1.643113,0.118000,yes
fixed_1e-04,48.02,1.88806703,200000,0.014633,0.000100,1.643113,0.118000,yes
adaptive,48.02,1.88806247,307,0.000062,0.065379,1.642756,0.118004,yes
analytic,48.03,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.03,1.88810292,2007,0.000157,0.010000,1.643641,0.117964,yes
fixed_1e-03,48.03,1.88810290,20061,0.001563,0.001000,1.643646,0.117964,yes
fixed_1e-04,48.03,1.88810290,200000,0.014631,0.000100,1.643646,0.117964,yes
adaptive,48.03,1.88809836,307,0.000061,0.065379,1.643294,0.117968,yes
analytic,48.04,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.04,1.88813880,2007,0.000156,0.010000,1.644176,0.117928,yes
fixed_1e-03,48.04,1.88813878,20061,0.001566,0.001000,1.644178,0.117928,yes
fixed_1e-04,48.04,1.88813878,200000,0.014682,0.000100,1.644179,0.117928,yes
adaptive,48.04,1.88813426,307,0.000061,0.065380,1.643830,0.117932,yes
analytic,48.05,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.05,1.88817469,2007,0.000157,0.010000,1.644710,0.117892,yes
fixed_1e-03,48.05,1.88817466,20061,0.001571,0.001000,1.644710,0.117892,yes
fixed_1e-04,48.05,1.88817466,200000,0.014633,0.000100,1.644712,0.117892,yes
adaptive,48.05,1.88817018,307,0.000061,0.065380,1.644365,0.117897,yes
analytic,48.06,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.06,1.88821059,2007,0.000157,0.010000,1.645244,0.117856,yes
fixed_1e-03,48.06,1.88821056,20061,0.001566,0.001000,1.645244,0.117856,yes
fixed_1e-04,48.06,1.88821056,200000,0.014640,0.000100,1.645244,0.117856,yes
adaptive,48.06,1.88820610,307,0.000062,0.065381,1.644900,0.117861,yes
analytic,48.07,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.07,1.88824650,2007,0.000157,0.010000,1.645776,0.117820,yes
fixed_1e-03,48.07,1.88824647,20061,0.001577,0.001000,1.645776,0.117820,yes
fixed_1e-04,48.07,1.88824647,200000,0.014651,0.000100,1.645776,0.117820,yes
adaptive,48.07,1.88824204,306,0.000062,0.065617,1.644435,0.117825,yes
analytic,48.08,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.08,1.88828241,2007,0.000157,0.010000,1.646307,0.117784,yes
fixed_1e-03,48.08,1.88828238,20061,0.001569,0.001000,1.646307,0.117784,yes
fixed_1e-04,48.08,1.88828238,200000,0.014626,0.000100,1.646307,0.117784,yes
adaptive,48.08,1.88827799,306,0.000062,0.065617,1.644989,0.117789,yes
analytic,48.09,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.09,1.88831834,2007,0.000157,0.010000,1.646838,0.117748,yes
fixed_1e-03,48.09,1.88831830,20061,0.001567,0.001000,1.646838,0.117748,yes
fixed_1e-04,48.09,1.88831830,200000,0.014652,0.000100,1.646837,0.117748,yes
adaptive,48.09,1.88831407,306,0.000062,0.065614,1.645737,0.117753,yes
analytic,48.10,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.10,1.88835427,2007,0.000157,0.010000,1.647367,0.117712,yes
fixed_1e-03,48.10,1.88835424,20061,0.001568,0.001000,1.647367,0.117712,yes
fixed_1e-04,48.10,1.88835424,200000,0.014668,0.000100,1.647366,0.117712,yes
adaptive,48.10,1.88835005,306,0.000061,0.065613,1.646375,0.117717,yes
analytic,48.11,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.11,1.88839021,2007,0.000157,0.010000,1.647896,0.117676,yes
fixed_1e-03,48.11,1.88839018,20061,0.001569,0.001000,1.647898,0.117677,yes
fixed_1e-04,48.11,1.88839018,200000,0.014651,0.000100,1.647895,0.117677,yes
adaptive,48.11,1.88838603,306,0.000061,0.065613,1.646921,0.117681,yes
analytic,48.12,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.12,1.88842616,2007,0.000161,0.010000,1.648423,0.117641,yes
fixed_1e-03,48.12,1.88842613,20061,0.001570,0.001000,1.648428,0.117641,yes
fixed_1e-04,48.12,1.88842613,200000,0.014720,0.000100,1.648422,0.117641,yes
adaptive,48.12,1.88842203,306,0.000061,0.065613,1.647466,0.117645,yes
analytic,48.13,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.13,1.88846212,2007,0.000160,0.010000,1.648950,0.117605,yes
fixed_1e-03,48.13,1.88846208,20061,0.001592,0.001000,1.648958,0.117605,yes
fixed_1e-04,48.13,1.88846208,200000,0.015377,0.000100,1.648948,0.117605,yes
adaptive,48.13,1.88845803,306,0.000062,0.065611,1.648159,0.117609,yes
analytic,48.14,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.14,1.88849808,2007,0.000163,0.010000,1.649476,0.117569,yes
fixed_1e-03,48.14,1.88849805,20061,0.001571,0.001000,1.649486,0.117569,yes
fixed_1e-04,48.14,1.88849805,200000,0.014860,0.000100,1.649474,0.117569,yes
adaptive,48.14,1.88849405,306,0.000061,0.065611,1.648700,0.117573,yes
analytic,48.15,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.15,1.88853406,2007,0.000157,0.010000,1.650000,0.117533,yes
fixed_1e-03,48.15,1.88853403,20061,0.001574,0.001000,1.650014,0.117533,yes
fixed_1e-04,48.15,1.88853403,200000,0.014683,0.000100,1.649998,0.117533,yes
adaptive,48.15,1.88853008,306,0.000061,0.065611,1.649240,0.117537,yes
analytic,48.16,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.16,1.88857004,2007,0.000158,0.010000,1.650524,0.117497,yes
fixed_1e-03,48.16,1.88857001,20061,0.001569,0.001000,1.650541,0.117497,yes
fixed_1e-04,48.16,1.88857001,200000,0.014654,0.000100,1.650522,0.117497,yes
adaptive,48.16,1.88856611,306,0.000062,0.065610,1.649834,0.117501,yes
analytic,48.17,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.17,1.88860603,2007,0.000157,0.010000,1.651047,0.117461,yes
fixed_1e-03,48.17,1.88860601,20061,0.001570,0.001000,1.651070,0.117461,yes
fixed_1e-04,48.17,1.88860601,200000,0.014741,0.000100,1.651044,0.117461,yes
adaptive,48.17,1.88860216,306,0.000060,0.065609,1.650435,0.117465,yes
analytic,48.18,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.18,1.88864204,2007,0.000157,0.010000,1.651569,0.117425,yes
fixed_1e-03,48.18,1.88864201,20061,0.001569,0.001000,1.651597,0.117425,yes
fixed_1e-04,48.18,1.88864201,200000,0.014695,0.000100,1.651566,0.117425,yes
adaptive,48.18,1.88863822,305,0.000060,0.065851,1.649463,0.117428,yes
analytic,48.19,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.19,1.88867804,2007,0.000157,0.010000,1.652090,0.117389,yes
fixed_1e-03,48.19,1.88867802,20061,0.001566,0.001000,1.652124,0.117389,yes
fixed_1e-04,48.19,1.88867802,200000,0.014707,0.000100,1.652087,0.117389,yes
adaptive,48.19,1.88867429,305,0.000061,0.065851,1.650033,0.117392,yes
analytic,48.20,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.20,1.88871406,2007,0.000158,0.010000,1.652610,0.117353,yes
fixed_1e-03,48.20,1.88871404,20061,0.001583,0.001000,1.652649,0.117353,yes
fixed_1e-04,48.20,1.88871404,200000,0.014671,0.000100,1.652607,0.117353,yes
adaptive,48.20,1.88871037,305,0.000061,0.065851,1.650600,0.117356,yes
analytic,48.21,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,48.21,1.88875009,2007,0.000157,0.010000,1.653130,0.117317,yes
fixed_1e-03,48.21,1.88875007,20061,0.001572,0.001000,1.653174,0.117317,yes
