mode,theta0,period,steps,cpu_time,avg_dt,max_error,period_error,real_time
fixed_1e-04,46.89,1.88406976,200000,0.014495,0.000100,1.580241,0.121997,yes
adaptive,46.89,1.88406847,311,0.000060,0.064675,1.580186,0.121998,yes
analytic,46.90,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,46.90,1.88410466,2007,0.000154,0.010000,1.580812,0.121962,yes
fixed_1e-03,46.90,1.88410464,20061,0.001542,0.001000,1.580818,0.121962,yes
fixed_1e-04,46.90,1.88410464,200000,0.014474,0.000100,1.580818,0.121962,yes
adaptive,46.90,1.88410324,311,0.000060,0.064675,1.580773,0.121963,yes
analytic,46.91,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,46.91,1.88413956,2007,0.000155,0.010000,1.581391,0.121927,yes
fixed_1e-03,46.91,1.88413954,20061,0.001547,0.001000,1.581395,0.121927,yes
fixed_1e-04,46.91,1.88413954,200000,0.014477,0.000100,1.581395,0.121927,yes
adaptive,46.91,1.88413802,311,0.000060,0.064675,1.581360,0.121929,yes
analytic,46.92,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,46.92,1.88417447,2007,0.000154,0.010000,1.581970,0.121892,yes
fixed_1e-03,46.92,1.88417445,20061,0.001541,0.001000,1.581971,0.121892,yes
fixed_1e-04,46.92,1.88417445,200000,0.014470,0.000100,1.581972,0.121892,yes
adaptive,46.92,1.88417281,311,0.000060,0.064675,1.581944,0.121894,yes
analytic,46.93,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,46.93,1.88420939,2007,0.000154,0.010000,1.582547,0.121857,yes
fixed_1e-03,46.93,1.88420936,20061,0.001543,0.001000,1.582547,0.121857,yes
fixed_1e-04,46.93,1.88420936,200000,0.014513,0.000100,1.582548,0.121857,yes
adaptive,46.93,1.88420761,311,0.000060,0.064674,1.582527,0.121859,yes
analytic,46.94,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,46.94,1.88424431,2007,0.000155,0.010000,1.583124,0.121822,yes
fixed_1e-03,46.94,1.88424428,20061,0.001543,0.001000,1.583124,0.121822,yes
fixed_1e-04,46.94,1.88424428,200000,0.014500,0.000100,1.583124,0.121822,yes
adaptive,46.94,1.88424242,311,0.000060,0.064674,1.583109,0.121824,yes
analytic,46.95,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,46.95,1.88427924,2007,0.000154,0.010000,1.583700,0.121787,yes
fixed_1e-03,46.95,1.88427921,20061,0.001540,0.001000,1.583700,0.121787,yes
fixed_1e-04,46.95,1.88427921,200000,0.014448,0.000100,1.583700,0.121787,yes
adaptive,46.95,1.88427724,311,0.000060,0.064674,1.583689,0.121789,yes
analytic,46.96,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,46.96,1.88431418,2007,0.000154,0.010000,1.584275,0.121752,yes
fixed_1e-03,46.96,1.88431415,20061,0.001552,0.001000,1.584275,0.121753,yes
fixed_1e-04,46.96,1.88431415,200000,0.014476,0.000100,1.584275,0.121753,yes
adaptive,46.96,1.88431207,311,0.000060,0.064674,1.584268,0.121755,yes
analytic,46.97,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,46.97,1.88434913,2007,0.000154,0.010000,1.584849,0.121718,yes
fixed_1e-03,46.97,1.88434910,20061,0.001546,0.001000,1.584849,0.121718,yes
fixed_1e-04,46.97,1.88434910,200000,0.014515,0.000100,1.584850,0.121718,yes
adaptive,46.97,1.88434692,311,0.000060,0.064674,1.584846,0.121720,yes
analytic,46.98,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,46.98,1.88438409,2007,0.000154,0.010000,1.585423,0.121683,yes
fixed_1e-03,46.98,1.88438406,20061,0.001541,0.001000,1.585423,0.121683,yes
fixed_1e-04,46.98,1.88438406,200000,0.014503,0.000100,1.585425,0.121683,yes
adaptive,46.98,1.88438177,311,0.000061,0.064674,1.585423,0.121685,yes
analytic,46.99,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,46.99,1.88441906,2007,0.000154,0.010000,1.585995,0.121648,yes
fixed_1e-03,46.99,1.88441902,20061,0.001549,0.001000,1.585998,0.121648,yes
fixed_1e-04,46.99,1.88441902,200000,0.014483,0.000100,1.585999,0.121648,yes
adaptive,46.99,1.88441664,311,0.000060,0.064674,1.586000,0.121650,yes
analytic,47.00,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.00,1.88445403,2007,0.000155,0.010000,1.586567,0.121613,yes
fixed_1e-03,47.00,1.88445400,20061,0.001544,0.001000,1.586572,0.121613,yes
fixed_1e-04,47.00,1.88445400,200000,0.014490,0.000100,1.586573,0.121613,yes
adaptive,47.00,1.88445151,311,0.000060,0.064674,1.586575,0.121615,yes
analytic,47.01,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.01,1.88448901,2007,0.000154,0.010000,1.587138,0.121578,yes
fixed_1e-03,47.01,1.88448898,20061,0.001542,0.001000,1.587146,0.121578,yes
fixed_1e-04,47.01,1.88448898,200000,0.014498,0.000100,1.587146,0.121578,yes
adaptive,47.01,1.88448640,311,0.000060,0.064674,1.587149,0.121580,yes
analytic,47.02,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.02,1.88452401,2007,0.000154,0.010000,1.587708,0.121543,yes
fixed_1e-03,47.02,1.88452397,20061,0.001545,0.001000,1.587719,0.121543,yes
fixed_1e-04,47.02,1.88452397,200000,0.014423,0.000100,1.587719,0.121543,yes
adaptive,47.02,1.88452130,311,0.000061,0.064674,1.587723,0.121545,yes
analytic,47.03,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.03,1.88455900,2007,0.000155,0.010000,1.588278,0.121508,yes
fixed_1e-03,47.03,1.88455897,20061,0.001551,0.001000,1.588291,0.121508,yes
fixed_1e-04,47.03,1.88455897,200000,0.014510,0.000100,1.588292,0.121508,yes
adaptive,47.03,1.88455621,311,0.000060,0.064674,1.588296,0.121510,yes
analytic,47.04,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.04,1.88459401,2007,0.000154,0.010000,1.588846,0.121473,yes
fixed_1e-03,47.04,1.88459398,20061,0.001543,0.001000,1.588863,0.121473,yes
fixed_1e-04,47.04,1.88459398,200000,0.014501,0.000100,1.588864,0.121473,yes
adaptive,47.04,1.88459113,311,0.000060,0.064674,1.588868,0.121476,yes
analytic,47.05,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.05,1.88462903,2007,0.000155,0.010000,1.589414,0.121438,yes
fixed_1e-03,47.05,1.88462900,20061,0.001545,0.001000,1.589436,0.121438,yes
fixed_1e-04,47.05,1.88462900,200000,0.014496,0.000100,1.589436,0.121438,yes
adaptive,47.05,1.88462606,311,0.000060,0.064674,1.589440,0.121441,yes
analytic,47.06,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.06,1.88466405,2007,0.000155,0.010000,1.589981,0.121403,yes
fixed_1e-03,47.06,1.88466403,20061,0.001554,0.001000,1.590008,0.121403,yes
fixed_1e-04,47.06,1.88466403,200000,0.014516,0.000100,1.590008,0.121403,yes
adaptive,47.06,1.88466100,311,0.000060,0.064674,1.590011,0.121406,yes
analytic,47.07,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.07,1.88469909,2007,0.000155,0.010000,1.590547,0.121368,yes
fixed_1e-03,47.07,1.88469906,20061,0.001547,0.001000,1.590579,0.121368,yes
fixed_1e-04,47.07,1.88469906,200000,0.014503,0.000100,1.590579,0.121368,yes
adaptive,47.07,1.88469595,311,0.000060,0.064674,1.590581,0.121371,yes
analytic,47.08,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.08,1.88473413,2007,0.000158,0.010000,1.591112,0.121333,yes
fixed_1e-03,47.08,1.88473411,20061,0.001543,0.001000,1.591150,0.121333,yes
fixed_1e-04,47.08,1.88473411,200000,0.014482,0.000100,1.591150,0.121333,yes
adaptive,47.08,1.88473091,311,0.000060,0.064675,1.591151,0.121336,yes
analytic,47.09,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.09,1.88476918,2007,0.000155,0.010000,1.591677,0.121297,yes
fixed_1e-03,47.09,1.88476916,20061,0.001547,0.001000,1.591720,0.121298,yes
fixed_1e-04,47.09,1.88476916,200000,0.014505,0.000100,1.591721,0.121298,yes
adaptive,47.09,1.88476589,311,0.000061,0.064675,1.591720,0.121301,yes
analytic,47.10,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.10,1.88480424,2007,0.000155,0.010000,1.592240,0.121262,yes
fixed_1e-03,47.10,1.88480422,20061,0.001549,0.001000,1.592290,0.121262,yes
fixed_1e-04,47.10,1.88480422,200000,0.014502,0.000100,1.592291,0.121262,yes
adaptive,47.10,1.88480087,311,0.000060,0.064675,1.592289,0.121266,yes
analytic,47.11,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.11,1.88483931,2007,0.000154,0.010000,1.592803,0.121227,yes
fixed_1e-03,47.11,1.88483929,20061,0.001544,0.001000,1.592861,0.121227,yes
fixed_1e-04,47.11,1.88483929,200000,0.014497,0.000100,1.592861,0.121227,yes
adaptive,47.11,1.88483587,311,0.000060,0.064675,1.592858,0.121231,yes
analytic,47.12,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.12,1.88487439,2007,0.000154,0.010000,1.593365,0.121192,yes
fixed_1e-03,47.12,1.88487437,20061,0.001548,0.001000,1.593431,0.121192,yes
fixed_1e-04,47.12,1.88487437,200000,0.014507,0.000100,1.593431,0.121192,yes
adaptive,47.12,1.88487087,311,0.000060,0.064675,1.593426,0.121196,yes
analytic,47.13,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.13,1.88490947,2007,0.000159,0.010000,1.593926,0.121157,yes
fixed_1e-03,47.13,1.88490945,20061,0.001547,0.001000,1.594000,0.121157,yes
fixed_1e-04,47.13,1.88490945,200000,0.014516,0.000100,1.594000,0.121157,yes
adaptive,47.13,1.88490589,311,0.000061,0.064676,1.593994,0.121161,yes
analytic,47.14,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.14,1.88494456,2007,0.000155,0.010000,1.594486,0.121122,yes
fixed_1e-03,47.14,1.88494455,20061,0.001544,0.001000,1.594568,0.121122,yes
fixed_1e-04,47.14,1.88494455,200000,0.014503,0.000100,1.594569,0.121122,yes
adaptive,47.14,1.88494092,311,0.000060,0.064676,1.594561,0.121126,yes
analytic,47.15,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.15,1.88497967,2007,0.000155,0.010000,1.595046,0.121087,yes
fixed_1e-03,47.15,1.88497965,20061,0.001548,0.001000,1.595135,0.121087,yes
fixed_1e-04,47.15,1.88497965,200000,0.014530,0.000100,1.595137,0.121087,yes
adaptive,47.15,1.88497596,311,0.000060,0.064676,1.595128,0.121091,yes
analytic,47.16,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.16,1.88501478,2007,0.000155,0.010000,1.595605,0.121052,yes
fixed_1e-03,47.16,1.88501477,20061,0.001548,0.001000,1.595704,0.121052,yes
fixed_1e-04,47.16,1.88501477,200000,0.014511,0.000100,1.595705,0.121052,yes
adaptive,47.16,1.88501101,311,0.000060,0.064677,1.595694,0.121056,yes
analytic,47.17,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.17,1.88504990,2007,0.000155,0.010000,1.596162,0.121017,yes
fixed_1e-03,47.17,1.88504989,20061,0.001551,0.001000,1.596273,0.121017,yes
fixed_1e-04,47.17,1.88504989,200000,0.014516,0.000100,1.596273,0.121017,yes
adaptive,47.17,1.88504607,311,0.000060,0.064677,1.596260,0.121021,yes
analytic,47.18,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.18,1.88508503,2007,0.000155,0.010000,1.596719,0.120982,yes
fixed_1e-03,47.18,1.88508502,20061,0.001549,0.001000,1.596840,0.120982,yes
fixed_1e-04,47.18,1.88508502,200000,0.014533,0.000100,1.596840,0.120982,yes
adaptive,47.18,1.88508114,311,0.000061,0.064677,1.596826,0.120986,yes
analytic,47.19,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.19,1.88512016,2007,0.000155,0.010000,1.597275,0.120947,yes
fixed_1e-03,47.19,1.88512016,20061,0.001549,0.001000,1.597407,0.120947,yes
fixed_1e-04,47.19,1.88512016,200000,0.014482,0.000100,1.597407,0.120947,yes
adaptive,47.19,1.88511622,311,0.000060,0.064678,1.597391,0.120950,yes
analytic,47.20,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.20,1.88515531,2007,0.000155,0.010000,1.597830,0.120911,yes
fixed_1e-03,47.20,1.88515531,20061,0.001554,0.001000,1.597973,0.120911,yes
fixed_1e-04,47.20,1.88515531,200000,0.014473,0.000100,1.597974,0.120911,yes
adaptive,47.20,1.88515131,311,0.000061,0.064678,1.597956,0.120915,yes
analytic,47.21,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.21,1.88519046,2007,0.000156,0.010000,1.598385,0.120876,yes
fixed_1e-03,47.21,1.88519046,20061,0.001546,0.001000,1.598538,0.120876,yes
fixed_1e-04,47.21,1.88519046,200000,0.014546,0.000100,1.598540,0.120876,yes
adaptive,47.21,1.88518642,311,0.000060,0.064678,1.598521,0.120880,yes
analytic,47.22,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.22,1.88522563,2007,0.000155,0.010000,1.598938,0.120841,yes
fixed_1e-03,47.22,1.88522563,20061,0.001550,0.001000,1.599105,0.120841,yes
fixed_1e-04,47.22,1.88522563,200000,0.014498,0.000100,1.599106,0.120841,yes
adaptive,47.22,1.88522153,311,0.000060,0.064679,1.599086,0.120845,yes
analytic,47.23,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.23,1.88526080,2007,0.000155,0.010000,1.599491,0.120806,yes
fixed_1e-03,47.23,1.88526080,20061,0.001549,0.001000,1.599671,0.120806,yes
fixed_1e-04,47.23,1.88526080,200000,0.014524,0.000100,1.599671,0.120806,yes
adaptive,47.23,1.88525666,311,0.000060,0.064679,1.599650,0.120810,yes
analytic,47.24,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.24,1.88529598,2007,0.000156,0.010000,1.600057,0.120771,yes
fixed_1e-03,47.24,1.88529598,20061,0.001556,0.001000,1.600236,0.120771,yes
fixed_1e-04,47.24,1.88529598,200000,0.014577,0.000100,1.600236,0.120771,yes
adaptive,47.24,1.88529179,311,0.000061,0.064680,1.600214,0.120775,yes
analytic,47.25,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.25,1.88533117,2007,0.000160,0.010000,1.600635,0.120736,yes
fixed_1e-03,47.25,1.88533118,20061,0.001563,0.001000,1.600800,0.120736,yes
fixed_1e-04,47.25,1.88533118,200000,0.014631,0.000100,1.600801,0.120736,yes
adaptive,47.25,1.88532694,311,0.000061,0.064680,1.600777,0.120740,yes
analytic,47.26,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.26,1.88536637,2007,0.000156,0.010000,1.601211,0.120700,yes
fixed_1e-03,47.26,1.88536638,20061,0.001561,0.001000,1.601364,0.120700,yes
fixed_1e-04,47.26,1.88536638,200000,0.014571,0.000100,1.601365,0.120700,yes
adaptive,47.26,1.88536209,311,0.000061,0.064680,1.601340,0.120705,yes
analytic,47.27,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.27,1.88540158,2007,0.000155,0.010000,1.601787,0.120665,yes
fixed_1e-03,47.27,1.88540158,20061,0.001560,0.001000,1.601928,0.120665,yes
fixed_1e-04,47.27,1.88540158,200000,0.014510,0.000100,1.601929,0.120665,yes
adaptive,47.27,1.88539726,311,0.000060,0.064681,1.601903,0.120669,yes
analytic,47.28,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.28,1.88543679,2007,0.000155,0.010000,1.602362,0.120630,yes
fixed_1e-03,47.28,1.88543680,20061,0.001548,0.001000,1.602493,0.120630,yes
fixed_1e-04,47.28,1.88543680,200000,0.014553,0.000100,1.602493,0.120630,yes
adaptive,47.28,1.88543244,311,0.000060,0.064681,1.602466,0.120634,yes
analytic,47.29,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.29,1.88547202,2007,0.000155,0.010000,1.602936,0.120595,yes
fixed_1e-03,47.29,1.88547203,20061,0.001548,0.001000,1.603056,0.120595,yes
fixed_1e-04,47.29,1.88547203,200000,0.014547,0.000100,1.603056,0.120595,yes
adaptive,47.29,1.88546763,311,0.000061,0.064682,1.603028,0.120599,yes
analytic,47.30,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.30,1.88550725,2007,0.000155,0.010000,1.603509,0.120559,yes
fixed_1e-03,47.30,1.88550726,20061,0.001552,0.001000,1.603619,0.120559,yes
fixed_1e-04,47.30,1.88550726,200000,0.014550,0.000100,1.603619,0.120559,yes
adaptive,47.30,1.88550283,311,0.000060,0.064682,1.603590,0.120564,yes
analytic,47.31,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.31,1.88554250,2007,0.000155,0.010000,1.604082,0.120524,yes
fixed_1e-03,47.31,1.88554251,20061,0.001557,0.001000,1.604181,0.120524,yes
fixed_1e-04,47.31,1.88554251,200000,0.014512,0.000100,1.604182,0.120524,yes
adaptive,47.31,1.88553804,311,0.000061,0.064683,1.604152,0.120529,yes
analytic,47.32,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.32,1.88557775,2007,0.000155,0.010000,1.604653,0.120489,yes
fixed_1e-03,47.32,1.88557776,20061,0.001562,0.001000,1.604742,0.120489,yes
fixed_1e-04,47.32,1.88557776,200000,0.014538,0.000100,1.604744,0.120489,yes
adaptive,47.32,1.88557326,311,0.000061,0.064683,1.604713,0.120493,yes
analytic,47.33,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.33,1.88561301,2007,0.000155,0.010000,1.605224,0.120454,yes
fixed_1e-03,47.33,1.88561302,20061,0.001552,0.001000,1.605305,0.120454,yes
fixed_1e-04,47.33,1.88561302,200000,0.014562,0.000100,1.605305,0.120454,yes
adaptive,47.33,1.88560849,311,0.000060,0.064684,1.605275,0.120458,yes
analytic,47.34,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.34,1.88564828,2007,0.000155,0.010000,1.605794,0.120418,yes
fixed_1e-03,47.34,1.88564829,20061,0.001561,0.001000,1.605867,0.120418,yes
fixed_1e-04,47.34,1.88564829,200000,0.014544,0.000100,1.605867,0.120418,yes
adaptive,47.34,1.88564374,311,0.000060,0.064684,1.605835,0.120423,yes
analytic,47.35,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.35,1.88568356,2007,0.000156,0.010000,1.606363,0.120383,yes
fixed_1e-03,47.35,1.88568357,20061,0.001557,0.001000,1.606428,0.120383,yes
fixed_1e-04,47.35,1.88568357,200000,0.014520,0.000100,1.606428,0.120383,yes
adaptive,47.35,1.88567899,311,0.000060,0.064685,1.606396,0.120388,yes
analytic,47.36,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.36,1.88571884,2007,0.000156,0.010000,1.606931,0.120348,yes
fixed_1e-03,47.36,1.88571885,20061,0.001553,0.001000,1.606988,0.120348,yes
fixed_1e-04,47.36,1.88571885,200000,0.014541,0.000100,1.606988,0.120348,yes
adaptive,47.36,1.88571425,311,0.000060,0.064685,1.606956,0.120352,yes
analytic,47.37,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.37,1.88575414,2007,0.000155,0.010000,1.607498,0.120313,yes
fixed_1e-03,47.37,1.88575415,20061,0.001559,0.001000,1.607547,0.120313,yes
fixed_1e-04,47.37,1.88575415,200000,0.014564,0.000100,1.607549,0.120313,yes
adaptive,47.37,1.88574953,311,0.000060,0.064686,1.607516,0.120317,yes
analytic,47.38,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.38,1.88578945,2007,0.000157,0.010000,1.608065,0.120277,yes
fixed_1e-03,47.38,1.88578945,20061,0.001551,0.001000,1.608107,0.120277,yes
fixed_1e-04,47.38,1.88578945,200000,0.014549,0.000100,1.608108,0.120277,yes
adaptive,47.38,1.88578481,311,0.000060,0.064686,1.608076,0.120282,yes
analytic,47.39,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.39,1.88582476,2007,0.000156,0.010000,1.608631,0.120242,yes
fixed_1e-03,47.39,1.88582476,20061,0.001553,0.001000,1.608668,0.120242,yes
fixed_1e-04,47.39,1.88582476,200000,0.014512,0.000100,1.608668,0.120242,yes
adaptive,47.39,1.88582011,311,0.000060,0.064687,1.608635,0.120247,yes
analytic,47.40,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.40,1.88586008,2007,0.000156,0.010000,1.609195,0.120207,yes
fixed_1e-03,47.40,1.88586009,20061,0.001553,0.001000,1.609227,0.120207,yes
fixed_1e-04,47.40,1.88586009,200000,0.014575,0.000100,1.609227,0.120207,yes
adaptive,47.40,1.88585541,311,0.000061,0.064688,1.609194,0.120211,yes
analytic,47.41,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.41,1.88589542,2007,0.000155,0.010000,1.609759,0.120171,yes
fixed_1e-03,47.41,1.88589542,20061,0.001554,0.001000,1.609786,0.120171,yes
fixed_1e-04,47.41,1.88589542,200000,0.014531,0.000100,1.609786,0.120171,yes
adaptive,47.41,1.88589073,311,0.000061,0.064688,1.609753,0.120176,yes
analytic,47.42,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.42,1.88593076,2007,0.000156,0.010000,1.610322,0.120136,yes
fixed_1e-03,47.42,1.88593075,20061,0.001561,0.001000,1.610343,0.120136,yes
fixed_1e-04,47.42,1.88593075,200000,0.014534,0.000100,1.610344,0.120136,yes
adaptive,47.42,1.88592605,311,0.000061,0.064689,1.610311,0.120141,yes
analytic,47.43,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.43,1.88596611,2007,0.000156,0.010000,1.610885,0.120101,yes
fixed_1e-03,47.43,1.88596610,20061,0.001554,0.001000,1.610900,0.120101,yes
fixed_1e-04,47.43,1.88596610,200000,0.014653,0.000100,1.610902,0.120101,yes
adaptive,47.43,1.88596139,311,0.000061,0.064689,1.610870,0.120105,yes
analytic,47.44,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.44,1.88600147,2007,0.000156,0.010000,1.611446,0.120065,yes
fixed_1e-03,47.44,1.88600146,20061,0.001563,0.001000,1.611459,0.120065,yes
fixed_1e-04,47.44,1.88600146,200000,0.014551,0.000100,1.611459,0.120065,yes
adaptive,47.44,1.88599674,311,0.000060,0.064690,1.611427,0.120070,yes
analytic,47.45,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.45,1.88603684,2007,0.000155,0.010000,1.612006,0.120030,yes
fixed_1e-03,47.45,1.88603682,20061,0.001555,0.001000,1.612016,0.120030,yes
fixed_1e-04,47.45,1.88603682,200000,0.014558,0.000100,1.612017,0.120030,yes
adaptive,47.45,1.88603210,311,0.000061,0.064691,1.611985,0.120035,yes
analytic,47.46,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.46,1.88607222,2007,0.000156,0.010000,1.612566,0.119994,yes
fixed_1e-03,47.46,1.88607220,20061,0.001552,0.001000,1.612573,0.119994,yes
fixed_1e-04,47.46,1.88607220,200000,0.014563,0.000100,1.612573,0.119994,yes
adaptive,47.46,1.88606747,311,0.000060,0.064691,1.612542,0.119999,yes
analytic,47.47,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.47,1.88610760,2007,0.000156,0.010000,1.613125,0.119959,yes
fixed_1e-03,47.47,1.88610758,20061,0.001553,0.001000,1.613130,0.119959,yes
fixed_1e-04,47.47,1.88610758,200000,0.014538,0.000100,1.613130,0.119959,yes
adaptive,47.47,1.88610284,311,0.000061,0.064692,1.613099,0.119964,yes
analytic,47.48,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.48,1.88614299,2007,0.000156,0.010000,1.613683,0.119924,yes
fixed_1e-03,47.48,1.88614297,20061,0.001555,0.001000,1.613685,0.119924,yes
fixed_1e-04,47.48,1.88614297,200000,0.014549,0.000100,1.613686,0.119924,yes
adaptive,47.48,1.88613823,311,0.000060,0.064692,1.613655,0.119928,yes
analytic,47.49,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.49,1.88617840,2007,0.000156,0.010000,1.614240,0.119888,yes
fixed_1e-03,47.49,1.88617837,20061,0.001560,0.001000,1.614240,0.119888,yes
fixed_1e-04,47.49,1.88617837,200000,0.014588,0.000100,1.614241,0.119888,yes
adaptive,47.49,1.88617363,311,0.000062,0.064693,1.614212,0.119893,yes
analytic,47.50,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.50,1.88621381,2007,0.000156,0.010000,1.614796,0.119853,yes
fixed_1e-03,47.50,1.88621378,20061,0.001559,0.001000,1.614796,0.119853,yes
fixed_1e-04,47.50,1.88621378,200000,0.014578,0.000100,1.614797,0.119853,yes
adaptive,47.50,1.88620904,311,0.000061,0.064694,1.614767,0.119858,yes
analytic,47.51,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.51,1.88624922,2007,0.000156,0.010000,1.615351,0.119817,yes
fixed_1e-03,47.51,1.88624920,20061,0.001559,0.001000,1.615351,0.119817,yes
fixed_1e-04,47.51,1.88624920,200000,0.014538,0.000100,1.615351,0.119817,yes
adaptive,47.51,1.88624446,311,0.000061,0.064694,1.615323,0.119822,yes
analytic,47.52,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.52,1.88628465,2007,0.000156,0.010000,1.615906,0.119782,yes
fixed_1e-03,47.52,1.88628462,20061,0.001556,0.001000,1.615906,0.119782,yes
fixed_1e-04,47.52,1.88628462,200000,0.014555,0.000100,1.615906,0.119782,yes
adaptive,47.52,1.88627989,311,0.000061,0.064695,1.615878,0.119787,yes
analytic,47.53,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.53,1.88632009,2007,0.000156,0.010000,1.616459,0.119747,yes
fixed_1e-03,47.53,1.88632006,20061,0.001558,0.001000,1.616459,0.119747,yes
fixed_1e-04,47.53,1.88632006,200000,0.014548,0.000100,1.616460,0.119747,yes
adaptive,47.53,1.88631534,311,0.000061,0.064696,1.616433,0.119751,yes
analytic,47.54,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.54,1.88635553,2007,0.000155,0.010000,1.617012,0.119711,yes
fixed_1e-03,47.54,1.88635550,20061,0.001556,0.001000,1.617012,0.119711,yes
fixed_1e-04,47.54,1.88635550,200000,0.014591,0.000100,1.617014,0.119711,yes
adaptive,47.54,1.88635079,311,0.000061,0.064696,1.616987,0.119716,yes
analytic,47.55,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.55,1.88639098,2007,0.000156,0.010000,1.617564,0.119676,yes
fixed_1e-03,47.55,1.88639095,20061,0.001557,0.001000,1.617566,0.119676,yes
fixed_1e-04,47.55,1.88639095,200000,0.014542,0.000100,1.617567,0.119676,yes
adaptive,47.55,1.88638625,311,0.000061,0.064697,1.617542,0.119680,yes
analytic,47.56,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,47.56,1.88642644,2007,0.000156,0.010000,1.618115,0.119640,yes
fixed_1e-03,47.56,1.88642641,20061,0.001557,0.001000,1.618119,0.119640,yes
